Date,AAPL,MSFT,YHOO,DB,GLD,BIDU,SINA,ACH
2010-03-03,27.378132,23.912968,15.57,55.800487,111.629997,51.702,37.490002,25.602758
2010-03-04,27.558622,24.055808,15.81,56.58853,110.830002,52.377998,39.400002,24.874103
2010-03-05,28.636326,24.022199,16.059999,58.189782,110.809998,52.075001,40.93,26.091855
2010-03-08,28.653328,24.055808,16.52,58.17301,109.879997,53.432999,41.950001,26.321433
2010-03-09,29.168639,24.198647,16.530001,58.684404,109.720001,53.91,41.0,26.002021
2010-03-10,29.406674,24.341486,16.790001,59.246097,108.470001,54.917,41.380001,26.25156
2010-03-11,29.492997,24.517936,16.530001,59.992226,108.599998,55.41,41.130001,25.832334
2010-03-12,29.636865,24.593557,16.32,60.729977,107.949997,55.023998,41.209999,25.952114
2010-03-15,29.275885,24.610362,16.459999,60.512005,108.360001,57.683998,40.580002,25.373182
2010-03-16,29.355667,24.67758,16.360001,62.540807,110.400002,57.316002,41.110001,25.502942
2010-03-17,29.312507,24.896039,16.5,63.144422,109.589996,56.695,41.029999,26.431229
2010-03-18,29.381825,24.879235,16.559999,62.121635,110.339996,56.466,40.169998,25.832334
2010-03-19,29.067931,24.86243,16.440001,61.501256,108.279999,56.965,39.759998,26.720696
2010-03-22,29.394905,24.870833,16.34,61.543171,107.75,57.972,39.82,26.091855
2010-03-23,29.867053,25.106096,16.030001,62.096485,108.32,59.487999,38.709999,26.411265
2010-03-24,29.999151,24.912844,16.09,61.786292,106.300003,60.849998,38.529999,25.812372
2010-03-25,29.643403,25.215327,16.32,62.783929,106.779999,59.198002,38.689999,25.063753
2010-03-26,30.199258,24.921246,16.540001,64.955252,108.589996,59.637001,38.110001,25.153588
2010-03-29,30.394134,24.86243,16.559999,65.919353,108.75,60.349998,38.27,25.532887
2010-03-30,30.846665,25.013672,16.610001,65.40796,107.970001,59.82,38.009998,26.351377
2010-03-31,30.735496,24.610362,16.530001,64.443859,108.949997,59.700001,37.689999,25.692592
2010-04-01,30.86236,24.501131,16.290001,65.768453,110.260002,60.0,38.5,26.191671
2010-04-05,31.191949,24.593557,16.51,66.455896,110.889999,60.130001,39.209999,26.391304
2010-04-06,31.32928,24.635567,16.92,65.651081,111.029999,61.941002,39.220001,26.551009
2010-04-07,31.467916,24.660775,16.870001,64.016301,112.489998,61.773998,38.810001,26.650825
2010-04-08,31.382903,25.139706,17.35,63.756415,112.650002,61.985001,38.689999,27.589092
2010-04-09,31.623554,25.492603,17.52,65.600781,113.639999,62.547001,39.029999,28.587251
2010-04-12,31.68895,25.475798,17.639999,66.087025,113.010002,62.616001,40.07,28.527362
2010-04-13,31.707261,25.585029,18.18,65.952889,112.690002,62.666,39.389999,28.028283
2010-04-14,32.133633,25.895914,18.379999,68.392484,113.029999,63.765999,38.950001,28.168024
2010-04-15,32.556084,25.937926,18.969999,68.509848,113.650002,64.896004,38.91,28.347693
2010-04-16,32.357283,25.769879,18.17,62.180321,111.239998,63.237,37.700001,26.630862
2010-04-19,32.314123,26.080766,18.389999,61.677306,111.150002,61.349998,36.830002,26.151746
2010-04-20,31.989765,26.349639,18.379999,62.674943,111.459999,63.584,37.93,26.600916
2010-04-21,33.903213,26.324432,17.450001,62.104864,112.309998,62.997002,37.740002,26.161726
2010-04-22,34.851435,26.374845,17.719999,60.889263,111.839996,64.003998,37.34,26.191671
2010-04-23,35.421676,26.013545,17.639999,60.444934,113.190002,64.575996,37.790001,26.002021
2010-04-26,35.247727,26.139581,17.389999,61.333585,112.75,64.084999,37.779999,25.93215
2010-04-27,34.272037,25.921121,16.92,57.594552,114.629997,62.011002,36.16,24.434913
2010-04-28,34.214492,25.971535,16.75,58.424518,114.309998,62.138,35.509998,24.394987
2010-04-29,35.135249,26.047155,16.969999,59.799412,114.279999,70.987,36.25,24.584636
2010-04-30,34.14779,25.66065,16.530001,57.577781,115.360001,68.896004,36.700001,24.215319
2010-05-03,34.83574,25.929524,16.950001,58.12271,115.730003,70.899002,36.68,24.255244
2010-05-04,33.832585,25.316154,16.32,55.372929,114.870003,69.300003,34.130001,22.877786
2010-05-05,33.480763,25.08089,16.49,53.662695,115.089996,68.953003,34.5,22.58832
2010-05-06,32.206873,24.349889,15.92,49.529638,118.489998,66.802002,33.0,21.410495
2010-05-07,30.847974,23.702911,15.29,49.58832,118.269997,63.949001,32.740002,21.969463
2010-05-10,33.219185,24.31628,16.33,54.953754,117.57,69.477997,34.490002,23.816056
2010-05-11,33.550081,24.265865,16.41,53.863899,120.660004,71.417,33.759998,22.847841
2010-05-12,34.278579,24.736396,16.469999,54.517811,121.400002,78.209999,35.110001,22.957639
2010-05-13,33.790735,24.568349,16.139999,52.723745,120.559998,75.639999,35.41,22.388689
2010-05-14,33.196949,24.307878,16.389999,51.030282,120.370003,73.980003,35.110001,21.989426
2010-05-17,33.249266,24.31628,16.27,51.340472,119.360001,73.18,34.849998,20.901434
2010-05-18,33.005999,24.139036,16.030001,49.579938,119.489998,71.57,37.57,20.691819
2010-05-19,32.480224,23.835187,15.79,50.686557,116.629997,70.129997,36.290001,19.883312
2010-05-20,31.096473,22.881443,15.1,49.043395,115.839996,67.580002,34.279999,18.396056
2010-05-21,31.692872,22.653556,15.48,50.460203,115.220001,70.849998,35.509998,19.573883
2010-05-24,32.273576,22.172464,15.54,48.615837,116.839996,71.0,36.16,20.222686
2010-05-25,32.072163,22.003659,15.31,49.286516,117.360001,69.080002,35.110001,19.733588
2010-05-26,31.926985,21.108996,15.45,47.953544,118.470001,67.589996,35.23,19.573883
2010-05-27,33.135478,21.944578,15.69,52.002765,118.690002,73.5,37.139999,21.580181
2010-05-28,33.597166,21.775772,15.34,50.551644,118.879997,73.209999,37.369999,20.961323
2010-06-01,34.113784,21.851735,15.02,49.041122,119.910004,73.559998,36.740002,19.613809
2010-06-02,34.521845,22.332827,15.18,50.466782,119.779999,75.980003,37.389999,20.432298
2010-06-03,34.413289,22.670437,15.43,50.161285,117.959999,76.660004,37.84,20.112888
2010-06-04,33.476841,21.767334,15.0,46.953544,119.190002,73.199997,36.23,19.104748
2010-06-07,32.820277,21.345323,14.94,46.07099,121.489998,69.809998,35.110001,18.845226
2010-06-08,32.609707,21.193398,14.79,47.292987,121.0,70.489998,35.16,19.464085
2010-06-09,31.807969,20.923311,14.69,47.080833,120.559998,67.400002,35.630001,19.244491
2010-06-10,32.764038,21.100555,15.1,48.95626,118.970001,72.629997,36.75,19.613809
2010-06-11,33.156405,21.65761,15.29,49.720009,120.010002,72.849998,37.029999,19.953183
2010-06-14,33.257113,21.522566,15.17,49.541801,119.599998,72.93,36.66,20.082944
2010-06-15,33.964684,22.43411,15.65,52.469502,120.989998,75.370003,37.610001,20.861506
2010-06-16,34.953449,22.214664,15.49,52.299779,120.330002,74.809998,37.970001,20.63193
2010-06-17,35.557696,22.256867,15.6,52.842889,121.900002,72.470001,38.02,19.953183
2010-06-18,35.845436,22.315948,15.54,52.596792,122.830002,74.089996,38.18,19.943201
2010-06-21,35.335356,21.902377,15.21,52.12157,120.389999,76.360001,38.439999,20.741728
2010-06-22,35.816661,21.750453,15.09,50.874115,121.449997,75.68,38.290001,20.891452
2010-06-23,35.439986,21.362202,15.23,50.942004,120.949997,76.190002,38.27,20.861506
2010-06-24,35.182331,21.100555,14.83,49.601202,121.300003,73.800003,37.049999,20.102906
2010-06-25,34.881515,20.703865,14.81,50.05945,122.760002,76.099998,37.310001,20.282575
2010-06-28,35.09078,20.51818,14.73,50.076423,121.089996,74.440002,36.84,20.023053
2010-06-29,33.504305,19.674157,14.04,47.488165,121.269997,67.57,34.950001,18.98497
2010-06-30,32.897443,19.420951,13.84,47.657889,121.68,68.080002,35.259998,18.625632
2010-07-01,32.498535,19.547554,14.09,48.557412,117.040001,68.550003,34.970001,18.73543
2010-07-02,32.297118,19.640397,14.07,47.946414,118.489998,67.550003,34.459999,18.396056
2010-07-06,32.518152,20.104609,14.13,48.67622,116.510002,67.449997,34.619999,18.755394
2010-07-07,33.831279,20.509739,14.4,51.782127,117.730003,72.370003,35.900002,19.394214
2010-07-08,33.75542,20.602582,14.6,53.275679,117.209999,72.43,35.900002,19.104748
2010-07-09,33.955527,20.48442,14.89,53.436915,118.360001,71.199997,36.259998,19.653736
2010-07-12,33.650789,20.957072,14.94,52.817431,117.339996,70.730003,36.400002,19.563901
2010-07-13,32.932755,21.210278,15.52,54.23461,118.360001,74.379997,36.860001,20.152815
2010-07-14,33.05439,21.471926,15.37,54.40433,118.300003,75.029999,36.66,19.703643
2010-07-15,32.88698,21.531007,15.37,54.217637,118.230003,75.639999,39.720001,19.334325
2010-07-16,32.684257,21.007712,14.9,51.960335,116.669998,73.529999,39.91,19.074804
2010-07-19,32.119248,21.29468,15.1,52.12157,115.730003,72.900002,40.200001,19.214546
2010-07-20,32.944528,21.505686,15.2,52.520418,116.650002,74.040001,40.34,20.472225
2010-07-21,33.251881,21.201839,13.91,51.272963,115.849998,73.309998,40.209999,20.372409
2010-07-22,33.877055,21.809534,13.88,54.540108,116.860001,74.449997,40.98,21.330642
2010-07-23,33.99738,21.784213,13.99,54.769232,116.089996,78.059998,41.799999,21.540254
2010-07-26,33.911061,22.02898,14.15,56.16095,115.519997,80.370003,42.720001,21.510309
2010-07-27,34.53885,22.079621,13.95,57.756337,113.510002,81.07,42.57,21.799776
2010-07-28,34.130785,21.902377,13.87,58.435225,113.779999,79.400002,41.299999,21.799776
2010-07-29,33.758036,21.969899,13.76,59.419613,114.290001,79.199997,42.009998,21.799776
2010-07-30,33.645558,21.784213,13.88,59.606306,115.489998,81.410004,42.779999,22.119186
2010-08-02,34.247188,22.223105,14.0,61.736312,115.540001,84.599998,42.959999,22.478523
2010-08-03,34.257652,22.079621,13.94,62.720701,115.989998,84.790001,42.990002,21.160955
2010-08-04,34.394982,21.716691,14.18,62.517031,116.720001,86.599998,42.82,21.949499
2010-08-05,34.227571,21.412844,14.16,62.95831,116.980003,85.57,45.66,21.789794
2010-08-06,34.017001,21.564767,14.34,63.212895,117.839996,86.529999,45.049999,21.560218
2010-08-09,34.234109,21.615409,14.4,62.975279,117.400002,87.559998,45.130001,21.380549
2010-08-10,33.928062,21.159637,14.35,61.96544,117.730003,87.870003,44.470001,20.861506
2010-08-11,32.722185,20.982393,13.87,58.384309,117.339996,84.230003,43.290001,20.162797
2010-08-12,32.931449,20.670104,13.85,57.696933,118.769997,82.650002,43.490002,20.112888
2010-08-13,32.579623,20.594142,13.83,56.96713,118.739998,82.830002,42.889999,20.232668
2010-08-16,32.388673,20.678544,13.79,56.721033,119.730003,84.349998,42.5,20.621949
2010-08-17,32.954992,20.967043,13.94,57.535698,119.75,84.43,42.650002,20.861506
2010-08-18,33.09886,21.060381,13.99,57.374462,120.220001,82.919998,42.610001,21.021212
2010-08-19,32.681641,20.737942,13.85,55.736647,120.389999,81.190002,42.25,21.160955
2010-08-20,32.650251,20.559751,13.79,55.108676,119.970001,82.169998,42.119999,21.071121
2010-08-23,32.148019,20.602179,13.65,54.752259,119.779999,79.370003,42.23,20.332484
2010-08-24,31.380287,20.398533,13.4,53.929109,120.360001,77.339996,41.360001,19.753552
2010-08-25,31.767422,20.449444,13.26,54.056402,121.360001,78.300003,41.23,19.414178
2010-08-26,31.426062,20.211856,13.21,53.292652,120.959999,76.599998,40.990002,19.254473
2010-08-27,31.601321,20.305195,13.43,54.412815,121.010002,79.370003,42.669998,19.953183
2010-08-30,31.716414,20.059122,13.18,53.055043,120.910004,77.239998,41.93,19.543938
2010-08-31,31.79489,19.914872,13.11,53.190821,122.080002,78.43,42.82,19.763532
2010-09-01,32.740496,20.279738,13.37,55.066245,121.690002,81.839996,44.66,20.44228
2010-09-02,32.981147,20.31368,13.51,53.937594,122.290001,82.610001,44.220001,20.611967
2010-09-03,33.844358,20.610664,13.62,54.828636,121.860001,84.300003,44.419998,20.502171
2010-09-07,33.718801,20.330649,13.53,53.055043,122.699997,82.269997,43.060001,20.961323
2010-09-08,34.387134,20.305195,13.75,52.579822,122.709999,84.190002,43.110001,21.340622
2010-09-09,34.406752,20.373077,13.65,50.908061,121.559998,83.830002,43.32,21.20088
2010-09-10,34.451221,20.237313,13.68,51.340851,121.730003,84.330002,43.330002,21.180917
2010-09-13,34.925985,21.306454,13.73,52.88532,121.620003,86.260002,44.799999,21.869646
2010-09-14,35.05939,21.238572,13.63,53.920624,124.019997,86.330002,44.650002,21.859665
2010-09-15,35.341894,21.314939,14.27,53.564207,123.940002,86.300003,45.91,21.410495
2010-09-16,36.172406,21.493129,14.19,52.257348,124.629997,86.089996,50.299999,21.390531
2010-09-17,36.015459,21.399791,13.89,51.120212,124.540001,85.730003,48.009998,21.670014
2010-09-20,37.043466,21.577982,13.86,52.155516,124.870003,89.870003,51.130001,22.069279
2010-09-21,37.11409,21.340394,14.18,50.738337,126.010002,91.190002,51.349998,22.059297
2010-09-22,37.634633,20.882192,14.04,46.962028,126.199997,91.809998,49.490002,22.398671
2010-09-23,37.787655,20.729457,14.17,46.079475,126.300003,95.029999,50.740002,21.88961
2010-09-24,38.232338,21.026441,14.5,47.276014,126.690002,97.830002,51.98,22.58832
2010-09-27,38.080623,20.984014,14.28,46.605612,126.720001,103.82,52.41,22.638229
2010-09-28,37.51823,20.941588,14.39,46.317087,127.849998,102.040001,51.900002,23.965779
2010-09-29,37.584932,20.788853,14.34,45.205409,127.949997,103.720001,51.75,24.47484
2010-09-30,37.111474,20.780368,14.17,46.6141,127.910004,102.620003,50.580002,23.766147
2010-10-01,36.950605,20.68703,14.27,46.775335,128.910004,98.800003,50.66,24.005704
2010-10-04,36.443141,20.288224,14.28,46.028559,128.460007,96.220001,50.330002,24.654509
2010-10-05,37.790271,20.661575,14.61,47.98036,130.990005,102.699997,51.02,25.333255
2010-10-06,37.82297,20.729457,14.52,48.565901,131.809998,98.400002,49.09,25.093697
2010-10-07,37.826892,20.81431,14.23,48.056733,130.369995,98.489998,49.98,24.554693
2010-10-08,38.46122,20.84825,14.49,47.912471,131.660004,98.620003,50.860001,24.744343
2010-10-11,38.62994,20.865221,14.41,47.657889,132.289993,99.739998,52.869999,26.05193
2010-10-12,39.045849,21.068866,14.43,47.43725,131.960007,99.620003,52.580002,26.301469
2010-10-13,39.255113,21.501614,15.25,48.973233,134.070007,99.949997,53.139999,26.391304
2010-10-14,39.538924,21.408276,15.93,48.786537,134.75,98.199997,52.549999,26.141764
2010-10-15,41.164636,21.67132,16.25,48.090679,133.679993,98.660004,54.060001,26.600916
2010-10-18,41.591008,21.908906,15.93,49.558771,134.279999,103.400002,53.98,26.441211
2010-10-19,40.477992,21.297969,15.49,48.84594,130.110001,100.82,51.400002,25.872261
2010-10-20,40.614012,21.476158,15.8,50.118854,131.320007,100.010002,51.669998,26.111819
2010-10-21,40.481917,21.569496,15.97,49.507855,129.470001,102.480003,52.310001,25.742501
2010-10-22,40.213798,21.535554,16.309999,49.804868,129.729996,107.279999,53.91,25.253402
2010-10-25,40.392979,21.374336,16.4,49.321162,130.850006,109.75,56.82,25.113661
2010-10-26,40.289654,21.976788,16.459999,48.752594,130.880005,112.620003,55.849998,24.365042
2010-10-27,40.260884,22.104066,16.42,48.828967,129.520004,112.870003,55.419998,23.4667
2010-10-28,39.922137,22.299228,16.4,49.151438,131.240005,112.169998,54.830002,24.025668
2010-10-29,39.364975,22.630152,16.49,49.117495,132.619995,110.010002,56.299999,23.925852
2010-11-01,39.7835,22.867739,16.15,48.107649,131.919998,107.150002,55.240002,24.105521
2010-11-02,40.460991,23.241089,16.190001,48.990203,132.490005,109.550003,56.490002,24.335096
2010-11-03,40.910906,22.935621,16.17,48.95626,131.570007,110.650002,57.0,24.095539
2010-11-04,41.626324,23.028958,16.200001,50.407382,136.029999,110.059998,58.450001,25.203495
2010-11-05,41.477224,22.782887,16.27,50.050965,136.380005,108.800003,59.139999,25.263384
2010-11-08,41.6721,22.748945,16.440001,49.558771,137.779999,110.400002,62.599998,25.113661
2010-11-09,41.339894,22.867739,16.969999,48.718648,135.589996,109.190002,61.34,24.35506
2010-11-10,41.594934,22.859254,16.940001,48.141595,137.240005,111.690002,61.790001,25.023826
2010-11-11,41.414444,22.638637,16.799999,47.114779,137.660004,114.099998,60.490002,24.884085
2010-11-12,40.287039,22.290742,16.549999,46.868682,133.690002,110.639999,58.700001,23.756165
2010-11-15,40.157559,22.231346,16.6,46.843224,132.419998,108.800003,58.529999,23.356902
2010-11-16,39.444757,22.034984,16.24,46.13039,130.970001,103.599998,56.990002,22.618265
2010-11-17,39.302195,21.830087,16.15,46.308599,130.380005,106.919998,60.32,22.678154
2010-11-18,40.339356,22.060596,16.99,47.43725,132.089996,108.139999,61.060001,23.526589
2010-11-19,40.117016,21.932536,16.57,47.097806,132.199997,108.589996,59.639999,22.917712
2010-11-22,40.984146,21.966685,16.559999,46.096448,133.479996,108.870003,60.09,22.957639
2010-11-23,40.378593,21.445906,16.190001,44.322855,134.410004,106.309998,59.950001,22.368725
2010-11-24,41.172483,21.65934,16.41,44.263451,134.179993,109.0,62.130001,22.987584
2010-11-26,41.198642,21.556891,16.219999,42.897191,133.110001,109.370003,61.810001,22.348762
2010-11-29,41.443218,21.608115,16.379999,41.87886,133.509995,107.379997,65.190002,22.658192
2010-11-30,40.695104,21.565428,15.82,40.699293,135.419998,105.050003,64.019997,22.069279
2010-12-01,41.381748,22.231345,16.15,42.303166,135.380005,106.809998,66.93,22.728063
2010-12-02,41.610629,22.957021,16.33,43.576079,135.199997,106.370003,67.989998,23.316977
2010-12-03,41.517768,23.068008,16.35,44.297397,138.070007,109.230003,69.059998,23.057455
2010-12-06,41.872207,22.914335,16.33,43.049942,139.110001,110.230003,69.25,22.89775
2010-12-07,41.618477,22.939947,16.940001,42.803845,136.5,109.68,69.099998,23.4667
2010-12-08,41.984685,23.247292,17.02,43.610021,134.789993,108.07,71.5,22.887768
2010-12-09,41.821199,23.119232,16.950001,44.339825,135.369995,108.07,75.620003,22.77797
2010-12-10,41.92583,23.341204,17.01,44.916881,135.410004,107.860001,73.879997,22.698118
2010-12-13,42.071008,23.264367,16.700001,45.502422,136.050003,108.309998,71.160004,22.887768
2010-12-14,41.890518,23.580251,16.629999,45.358156,136.179993,106.620003,68.669998,22.887768
2010-12-15,41.899671,23.776611,16.450001,44.110701,134.699997,100.199997,70.830002,22.358744
2010-12-16,42.016075,23.896133,16.51,44.492575,133.809998,98.309998,70.07,22.358744
2010-12-17,41.932371,23.819297,16.379999,44.518033,134.199997,98.739998,68.889999,22.498487
2010-12-20,42.141632,23.74246,16.280001,43.949465,135.110001,98.790001,67.639999,22.388689
2010-12-21,42.401903,23.964432,16.6,44.170105,135.320007,101.25,73.699997,22.877786
2010-12-22,42.527461,24.066882,16.629999,44.085243,135.050003,100.5,71.0,22.967621
2010-12-23,42.323432,24.160792,16.719999,44.059785,134.660004,100.160004,70.889999,22.738045
2010-12-27,42.464684,23.964432,16.48,44.017354,135.020004,100.129997,71.309998,22.428614
2010-12-28,42.568008,23.913209,16.43,43.94098,137.220001,98.709999,70.349998,22.368725
2010-12-29,42.544465,23.879058,16.610001,44.204047,137.710007,99.110001,70.309998,22.718081
2010-12-30,42.331279,23.776611,16.76,43.89855,137.029999,98.209999,70.080002,22.728063
2010-12-31,42.187411,23.827834,16.629999,44.170105,138.720001,96.529999,68.82,22.748027
2011-01-03,43.104243,23.887596,16.75,44.730188,138.0,99.730003,71.480003,23.66633
2011-01-04,43.329202,23.981508,16.59,45.536364,134.75,100.970001,75.589996,24.2253
2011-01-05,43.68364,23.904671,16.91,46.6735,134.369995,104.629997,75.099998,24.175391
2011-01-06,43.648325,24.604736,17.059999,45.952182,133.830002,105.160004,77.07,23.636387
2011-01-07,43.960913,24.416914,16.9,44.891423,133.580002,106.949997,75.93,23.556534
2011-01-10,44.788809,24.092493,16.6,44.458633,134.119995,105.980003,76.82,23.097381
2011-01-11,44.682869,23.998583,16.58,44.577437,134.910004,106.279999,82.769997,23.536571
2011-01-12,45.046465,24.374226,16.65,46.987486,135.460007,105.93,81.550003,24.105521
2011-01-13,45.21126,24.066882,16.75,48.234942,134.050003,106.25,85.529999,23.716239
2011-01-14,45.577468,24.160792,16.809999,49.185384,132.690002,107.730003,88.169998,23.336938
2011-01-18,44.55339,24.468138,16.5,49.397535,133.429993,108.150002,87.080002,24.564674
2011-01-19,44.316661,24.305927,16.309999,49.34662,133.720001,107.309998,81.089996,24.484822
2011-01-20,43.510998,24.20348,16.23,49.966103,131.199997,105.660004,79.93,24.404969
2011-01-21,42.731493,23.921746,15.97,51.323878,131.029999,105.099998,78.760002,24.095539
2011-01-24,44.134862,24.229091,16.09,51.510572,130.360001,106.360001,83.5,24.2253
2011-01-25,44.651479,24.288854,16.02,50.942004,130.100006,105.889999,81.300003,23.895908
2011-01-26,44.971915,24.570587,15.57,50.32252,131.160004,107.949997,81.309998,24.614581
2011-01-27,44.888208,24.647424,16.200001,51.077781,127.93,109.050003,83.059998,24.724379
2011-01-28,43.958297,23.691236,15.83,49.983076,130.279999,106.540001,80.68,24.335096
2011-01-31,44.379438,23.674161,16.120001,49.686063,129.869995,108.629997,85.25,24.704416
2011-02-01,45.126247,23.896133,16.379999,51.875477,130.800003,118.730003,85.489998,25.323275
2011-02-02,45.033386,23.853447,16.57,51.569975,130.449997,118.019997,87.760002,25.832334
2011-02-03,44.918292,23.605862,16.690001,52.528903,132.199997,118.5,88.330002,25.742501
2011-02-04,45.318506,23.708312,16.790001,53.326598,131.660004,117.68,91.089996,25.3632
2011-02-07,46.022151,24.075419,16.799999,53.895166,131.679993,118.959999,90.699997,24.804232
2011-02-08,46.456375,24.143718,16.6,54.463734,133.139999,119.839996,90.769997,25.013844
2011-02-09,46.84351,23.879058,16.43,54.557081,133.070007,123.010002,92.5,23.836017
2011-02-10,46.370052,23.477802,16.620001,53.131417,132.850006,125.790001,94.169998,23.806074
2011-02-11,46.672177,23.264367,16.85,53.470861,132.320007,129.580002,93.160004,24.135466
2011-02-14,46.976915,23.247292,16.889999,52.715599,132.949997,128.809998,93.889999,24.654509
2011-02-15,47.071085,23.152826,17.200001,53.564207,133.970001,128.039993,93.339996,24.694434
2011-02-16,47.493532,23.204354,17.76,55.694216,134.100006,128.710007,89.75,25.183531
2011-02-17,46.861821,23.367522,17.77,55.286884,135.039993,128.539993,88.099998,25.033808
2011-02-18,45.849513,23.238705,17.66,55.541466,135.410004,126.800003,85.519997,24.594618
2011-02-22,44.286577,22.835077,16.91,53.326598,136.289993,120.279999,78.120003,23.78611
2011-02-23,44.811042,22.835077,16.58,53.479345,137.509995,115.900002,75.639999,23.546552
2011-02-24,44.845048,22.989658,16.370001,53.470861,136.479996,118.809998,78.0,23.776128
2011-02-25,45.535618,22.800725,16.5,54.285526,137.380005,120.589996,81.480003,24.03565
2011-02-28,46.196103,22.826489,16.4,54.463734,137.660004,121.160004,81.669998,24.494804
2011-03-01,45.686024,22.465799,16.1,53.131417,140.029999,117.830002,82.0,23.316977
2011-03-02,46.053542,22.397097,16.629999,53.920624,139.919998,119.489998,77.150002,23.406811
2011-03-03,47.026616,22.500151,16.860001,54.709828,138.089996,121.849998,79.25,23.716239
2011-03-04,47.084161,22.285455,17.08,53.309625,139.350006,122.339996,84.129997,23.536571
2011-03-07,46.477298,22.087934,16.700001,52.60528,139.720001,120.18,82.809998,23.247106
2011-03-08,46.529615,22.251103,16.940001,52.554361,139.360001,120.18,88.730003,23.746185
2011-03-09,46.099317,22.233927,17.65,51.790615,139.410004,119.75,90.080002,24.105521
2011-03-10,45.340739,21.821711,17.059999,50.297062,137.770004,120.870003,92.239998,23.406811
2011-03-11,46.03654,22.053583,17.42,50.619533,138.220001,124.959999,94.93,23.78611
2011-03-14,46.241879,22.062171,17.309999,50.97595,138.860001,124.059998,95.720001,23.616423
2011-03-15,45.17856,21.804535,16.33,48.964745,136.270004,122.230003,91.349998,23.366884
2011-03-16,43.161791,21.289266,15.91,46.945055,136.240005,120.559998,90.910004,23.037492
2011-03-17,43.767344,21.280677,15.86,48.336776,136.970001,121.639999,87.879997,23.336938
